state,district,year,month,bio_5_17,bio_17_plus
Assam,Karimganj,2025,12,46,6
Assam,Karimganj,2025,12,32,8
Assam,Karimganj,2025,12,19,10
Assam,Karimganj,2025,12,5,0
Assam,Karimganj,2025,12,56,11
Assam,Kokrajhar,2025,12,5,2
Assam,Kokrajhar,2025,12,3,3
Assam,Kokrajhar,2025,12,1,0
Assam,Kokrajhar,2025,12,0,1
Assam,Kokrajhar,2025,12,0,3
Assam,Lakhimpur,2025,12,4,8
Assam,Lakhimpur,2025,12,5,2
Assam,Lakhimpur,2025,12,4,3
Assam,Majuli,2025,12,1,3
Assam,Marigaon,2025,12,7,7
Assam,Marigaon,2025,12,9,6
Assam,Marigaon,2025,12,21,29
Assam,Marigaon,2025,12,3,3
Assam,Marigaon,2025,12,0,1
Assam,Nagaon,2025,12,1,1
Assam,Nagaon,2025,12,5,6
Assam,Nagaon,2025,12,43,50
Assam,Nagaon,2025,12,26,53
Assam,Nagaon,2025,12,5,24
Assam,Nagaon,2025,12,0,1
Assam,Nagaon,2025,12,2,3
Assam,Nagaon,2025,12,1,23
Assam,Nagaon,2025,12,6,16
Assam,Nagaon,2025,12,0,1
Assam,Nalbari,2025,12,10,4
Assam,Nalbari,2025,12,1,0
Assam,Nalbari,2025,12,3,0
Assam,Nalbari,2025,12,2,0
Assam,Nalbari,2025,12,0,1
Assam,Nalbari,2025,12,1,0
Assam,Nalbari,2025,12,1,0
Assam,North Cachar Hills,2025,12,1,0
Assam,North Cachar Hills,2025,12,2,1
Assam,Sonitpur,2025,12,1,1
Assam,Sonitpur,2025,12,1,0
Assam,Sonitpur,2025,12,4,2
Assam,Sonitpur,2025,12,2,4
Assam,Sonitpur,2025,12,5,1
Assam,Sonitpur,2025,12,3,3
Assam,Sonitpur,2025,12,2,2
Assam,Sonitpur,2025,12,8,6
Assam,South Salmara Mankachar,2025,12,1,4
Assam,Tinsukia,2025,12,0,2
Assam,Tinsukia,2025,12,5,4
Assam,Tinsukia,2025,12,1,0
Assam,Tinsukia,2025,12,6,1
Assam,Tinsukia,2025,12,3,2
Assam,Tinsukia,2025,12,3,0
Assam,Tinsukia,2025,12,5,2
Assam,Tinsukia,2025,12,0,1
Assam,Udalguri,2025,12,6,3
Assam,Udalguri,2025,12,1,0
Assam,Udalguri,2025,12,9,8
Assam,West Karbi Anglong,2025,12,0,1
Bihar,Araria,2025,12,2,8
Bihar,Araria,2025,12,62,63
Bihar,Araria,2025,12,1,6
Bihar,Araria,2025,12,32,49
Bihar,Araria,2025,12,3,21
Bihar,Arwal,2025,12,1,9
Bihar,Arwal,2025,12,0,1
Bihar,Aurangabad,2025,12,14,13
Bihar,Aurangabad,2025,12,2,4
Bihar,Aurangabad,2025,12,13,8
Bihar,Aurangabad,2025,12,20,14
Bihar,Aurangabad,2025,12,3,6
Bihar,Banka,2025,12,38,25
Bihar,Banka,2025,12,16,29
Bihar,Banka,2025,12,0,3
Bihar,Begusarai,2025,12,20,28
Bihar,Begusarai,2025,12,31,32
Bihar,Begusarai,2025,12,29,31
Bihar,Begusarai,2025,12,1,0
Bihar,Begusarai,2025,12,51,43
Bihar,Begusarai,2025,12,10,14
Bihar,Begusarai,2025,12,28,36
Bihar,Begusarai,2025,12,15,10
Bihar,Bhagalpur,2025,12,4,4
Bihar,Bhagalpur,2025,12,1,0
Bihar,Bhagalpur,2025,12,53,34
Bihar,Bhagalpur,2025,12,7,4
Bihar,Bhagalpur,2025,12,8,12
Bihar,Bhojpur,2025,12,5,4
Bihar,Bhojpur,2025,12,7,11
Bihar,Bhojpur,2025,12,1,3
Bihar,Bhojpur,2025,12,3,12
Bihar,Bhojpur,2025,12,0,10
Bihar,Buxar,2025,12,9,13
Bihar,Buxar,2025,12,6,15
Bihar,Buxar,2025,12,9,9
Bihar,Buxar,2025,12,5,6
Bihar,Buxar,2025,12,9,17
Bihar,Buxar,2025,12,3,1
Bihar,Darbhanga,2025,12,3,4
Bihar,Darbhanga,2025,12,7,24
Bihar,Darbhanga,2025,12,22,22
Bihar,Darbhanga,2025,12,12,18
Bihar,Darbhanga,2025,12,1,11
Bihar,East Champaran,2025,12,44,22
Bihar,East Champaran,2025,12,5,5
Bihar,East Champaran,2025,12,10,18
Bihar,East Champaran,2025,12,22,33
Bihar,East Champaran,2025,12,9,11
Bihar,East Champaran,2025,12,18,24
Bihar,Gaya,2025,12,7,5
Bihar,Gaya,2025,12,0,3
Bihar,Gaya,2025,12,2,3
Bihar,Gaya,2025,12,8,21
Bihar,Gaya,2025,12,13,16
Bihar,Gaya,2025,12,72,61
Bihar,Gaya,2025,12,3,7
Bihar,Gaya,2025,12,49,73
Bihar,Gaya,2025,12,15,29
Bihar,Gaya,2025,12,9,16
Bihar,Gopalganj,2025,12,5,8
Bihar,Gopalganj,2025,12,16,20
Bihar,Gopalganj,2025,12,24,26
Bihar,Jehanabad,2025,12,5,10
Bihar,Jehanabad,2025,12,1,2
Bihar,Jehanabad,2025,12,7,10
Bihar,Jehanabad,2025,12,4,3
Bihar,Jehanabad,2025,12,1,2
Bihar,Jehanabad,2025,12,0,1
Bihar,Kaimur (Bhabua),2025,12,8,13
Bihar,Kaimur (Bhabua),2025,12,33,24
Bihar,Kaimur (Bhabua),2025,12,22,17
Bihar,Kaimur (Bhabua),2025,12,17,12
Bihar,Katihar,2025,12,21,25
Bihar,Katihar,2025,12,38,26
Bihar,Katihar,2025,12,3,6
Bihar,Katihar,2025,12,22,39
Bihar,Khagaria,2025,12,24,8
Bihar,Khagaria,2025,12,54,21
Bihar,Kishanganj,2025,12,119,52
Bihar,Kishanganj,2025,12,197,54
Bihar,Kishanganj,2025,12,159,50
Bihar,Lakhisarai,2025,12,0,1
Bihar,Lakhisarai,2025,12,24,24
Bihar,Lakhisarai,2025,12,0,2
Bihar,Madhepura,2025,12,4,5
Bihar,Madhepura,2025,12,95,38
Bihar,Madhepura,2025,12,21,42
Bihar,Madhepura,2025,12,10,14
Bihar,Madhepura,2025,12,81,90
Bihar,Madhepura,2025,12,5,3
Bihar,Madhubani,2025,12,20,7
Bihar,Madhubani,2025,12,6,4
Bihar,Madhubani,2025,12,14,14
Bihar,Madhubani,2025,12,12,14
Bihar,Madhubani,2025,12,14,9
Bihar,Munger,2025,12,3,5
Bihar,Munger,2025,12,0,2
Bihar,Muzaffarpur,2025,12,15,20
Bihar,Muzaffarpur,2025,12,3,8
Bihar,Muzaffarpur,2025,12,1,2
Bihar,Muzaffarpur,2025,12,13,2
Bihar,Muzaffarpur,2025,12,0,1
Bihar,Muzaffarpur,2025,12,0,3
Bihar,Muzaffarpur,2025,12,6,16
Bihar,Nalanda,2025,12,12,13
Bihar,Nalanda,2025,12,119,34
Bihar,Nalanda,2025,12,27,16
Bihar,Nalanda,2025,12,2,1
Bihar,Nalanda,2025,12,1,2
Bihar,Nalanda,2025,12,0,2
Bihar,Nawada,2025,12,10,24
Bihar,Nawada,2025,12,20,24
Bihar,Nawada,2025,12,12,24
Bihar,Pashchim Champaran,2025,12,0,2
Bihar,Patna,2025,12,11,3
Bihar,Patna,2025,12,6,8
Bihar,Patna,2025,12,16,13
Bihar,Patna,2025,12,4,5
Bihar,Patna,2025,12,5,6
Bihar,Patna,2025,12,29,18
Bihar,Patna,2025,12,1,0
Bihar,Patna,2025,12,8,14
Bihar,Patna,2025,12,2,3
Bihar,Patna,2025,12,1,0
Bihar,Patna,2025,12,12,15
Bihar,Patna,2025,12,8,10
Bihar,Patna,2025,12,5,6
Bihar,Purba Champaran,2025,12,0,1
Bihar,Purnia,2025,12,17,23
Bihar,Rohtas,2025,12,12,20
Bihar,Rohtas,2025,12,19,17
Bihar,Rohtas,2025,12,11,12
Bihar,Rohtas,2025,12,3,3
Bihar,Rohtas,2025,12,5,6
Bihar,Rohtas,2025,12,2,0
Bihar,Saharsa,2025,12,15,25
Bihar,Saharsa,2025,12,7,32
Bihar,Saharsa,2025,12,36,64
Bihar,Saharsa,2025,12,0,3
Bihar,Saharsa,2025,12,2,1
Bihar,Saharsa,2025,12,10,15
Bihar,Saharsa,2025,12,47,54
Bihar,Samastipur,2025,12,1,1
Bihar,Samastipur,2025,12,29,32
Bihar,Samastipur,2025,12,13,27
Bihar,Samastipur,2025,12,24,30
Bihar,Samastipur,2025,12,3,7
Bihar,Saran,2025,12,18,14
Bihar,Saran,2025,12,4,7
Bihar,Saran,2025,12,3,6
Bihar,Saran,2025,12,0,1
Bihar,Saran,2025,12,7,8
Bihar,Saran,2025,12,2,10
Bihar,Saran,2025,12,5,19
Bihar,Saran,2025,12,16,16
Bihar,Sheikhpura,2025,12,2,7
Bihar,Sheohar,2025,12,13,26
Bihar,Sitamarhi,2025,12,25,16
Bihar,Sitamarhi,2025,12,29,19
Bihar,Sitamarhi,2025,12,14,10
Bihar,Sitamarhi,2025,12,17,40
Bihar,Sitamarhi,2025,12,12,24
Bihar,Sitamarhi,2025,12,9,11
Bihar,Sitamarhi,2025,12,2,2
Bihar,Siwan,2025,12,4,3
Bihar,Siwan,2025,12,43,24
Bihar,Siwan,2025,12,3,1
Bihar,Siwan,2025,12,6,6
Bihar,Siwan,2025,12,0,1
Bihar,Siwan,2025,12,22,14
Bihar,Siwan,2025,12,18,14
Bihar,Supaul,2025,12,35,37
Bihar,Supaul,2025,12,11,8
Bihar,Supaul,2025,12,36,43
Bihar,Supaul,2025,12,7,15
Bihar,Vaishali,2025,12,1,4
Bihar,Vaishali,2025,12,1,2
Bihar,Vaishali,2025,12,0,1
Bihar,Vaishali,2025,12,14,16
Bihar,Vaishali,2025,12,40,51
Bihar,Vaishali,2025,12,9,15
Bihar,West Champaran,2025,12,4,5
Bihar,West Champaran,2025,12,32,39
Bihar,West Champaran,2025,12,17,13
Chandigarh,Chandigarh,2025,12,7,8
Chandigarh,Chandigarh,2025,12,4,13
Chandigarh,Chandigarh,2025,12,3,1
Chandigarh,Chandigarh,2025,12,0,4
Chandigarh,Chandigarh,2025,12,9,10
Chandigarh,Chandigarh,2025,12,6,4
Chandigarh,Chandigarh,2025,12,0,3
Chandigarh,Rupnagar,2025,12,0,2
Chhattisgarh,Balod,2025,12,53,25
Chhattisgarh,Balod,2025,12,8,3
Chhattisgarh,Baloda Bazar,2025,12,10,11
Chhattisgarh,Baloda Bazar,2025,12,201,115
Chhattisgarh,Baloda Bazar,2025,12,17,10
Chhattisgarh,Baloda Bazar,2025,12,2,3
Chhattisgarh,Baloda Bazar,2025,12,72,46
Chhattisgarh,Balrampur,2025,12,106,39
Chhattisgarh,Balrampur,2025,12,76,17
Chhattisgarh,Balrampur,2025,12,150,43
Chhattisgarh,Balrampur,2025,12,57,23
Chhattisgarh,Bastar,2025,12,1,0
Chhattisgarh,Bastar,2025,12,0,1
Chhattisgarh,Bemetara,2025,12,188,124
Chhattisgarh,Bemetara,2025,12,6,3
Chhattisgarh,Bijapur,2025,12,7,9
Chhattisgarh,Bilaspur,2025,12,76,51
Chhattisgarh,Bilaspur,2025,12,54,24
Chhattisgarh,Bilaspur,2025,12,46,41
Chhattisgarh,Bilaspur,2025,12,60,37
Chhattisgarh,Bilaspur,2025,12,3,1
Chhattisgarh,Bilaspur,2025,12,52,59
Chhattisgarh,Bilaspur,2025,12,29,10
Chhattisgarh,Dakshin Bastar Dantewada,2025,12,3,0
Chhattisgarh,Dakshin Bastar Dantewada,2025,12,53,19
Chhattisgarh,Dantewada,2025,12,1,4
Chhattisgarh,Dhamtari,2025,12,88,71
Chhattisgarh,Dhamtari,2025,12,92,55
Chhattisgarh,Dhamtari,2025,12,1,1
Chhattisgarh,Durg,2025,12,40,24
Chhattisgarh,Durg,2025,12,73,86
Chhattisgarh,Durg,2025,12,23,35
Chhattisgarh,Durg,2025,12,12,16
Chhattisgarh,Gariyaband,2025,12,8,2
Chhattisgarh,Gariyaband,2025,12,0,2
Chhattisgarh,Janjgir Champa,2025,12,0,1
Chhattisgarh,Janjgir-Champa,2025,12,6,9
Chhattisgarh,Janjgir-Champa,2025,12,33,28
Chhattisgarh,Jashpur,2025,12,31,15
Chhattisgarh,Jashpur,2025,12,45,35
Chhattisgarh,Jashpur,2025,12,70,45
Chhattisgarh,Kanker,2025,12,2,1
Chhattisgarh,Kanker,2025,12,41,21
Chhattisgarh,Kanker,2025,12,29,16
Chhattisgarh,Kanker,2025,12,27,22
Chhattisgarh,Kawardha,2025,12,229,142
Chhattisgarh,Kondagaon,2025,12,28,21
Chhattisgarh,Korba,2025,12,16,11
Chhattisgarh,Korba,2025,12,7,6
Chhattisgarh,Korba,2025,12,42,19
Chhattisgarh,Korba,2025,12,62,33
Chhattisgarh,Korba,2025,12,28,12
Chhattisgarh,Koriya,2025,12,74,57
Chhattisgarh,Koriya,2025,12,3,2
Chhattisgarh,Mahasamund,2025,12,117,66
Chhattisgarh,Mahasamund,2025,12,16,11
Chhattisgarh,Mahasamund,2025,12,130,97
Chhattisgarh,Narayanpur,2025,12,71,40
Chhattisgarh,Raipur,2025,12,382,199
Chhattisgarh,Raipur,2025,12,30,9
Chhattisgarh,Raipur,2025,12,73,43
Chhattisgarh,Raipur,2025,12,62,21
Chhattisgarh,Raipur,2025,12,124,53
Chhattisgarh,Raipur,2025,12,2,0
Chhattisgarh,Rajnandgaon,2025,12,99,49
Chhattisgarh,Rajnandgaon,2025,12,54,28
Chhattisgarh,Rajnandgaon,2025,12,56,35
Chhattisgarh,Sakti,2025,12,1,0
Chhattisgarh,Sakti,2025,12,0,1
Chhattisgarh,Sarangarh-Bilaigarh,2025,12,1,3
Chhattisgarh,Sukma,2025,12,83,33
Chhattisgarh,Sukma,2025,12,27,39
Chhattisgarh,Surajpur,2025,12,25,17
Chhattisgarh,Surajpur,2025,12,46,53
Chhattisgarh,Surajpur,2025,12,20,4
Chhattisgarh,Surguja,2025,12,249,122
Chhattisgarh,Surguja,2025,12,12,9
Chhattisgarh,Surguja,2025,12,1,2
Chhattisgarh,Surguja,2025,12,13,3
Chhattisgarh,Uttar Bastar Kanker,2025,12,7,8
Chhattisgarh,Uttar Bastar Kanker,2025,12,40,41
Chhattisgarh,Uttar Bastar Kanker,2025,12,13,23
Chhattisgarh,Uttar Bastar Kanker,2025,12,6,5
Chhattisgarh,Uttar Bastar Kanker,2025,12,3,0
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025,12,4,6
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,12,0,4
Daman & Diu,Daman,2025,12,0,3
Delhi,Central Delhi,2025,12,52,79
Delhi,Central Delhi,2025,12,1,0
Delhi,East Delhi,2025,12,25,41
Delhi,East Delhi,2025,12,20,12
Delhi,East Delhi,2025,12,67,72
Delhi,East Delhi,2025,12,0,2
Delhi,Najafgarh,2025,12,1,4
Delhi,North Delhi,2025,12,130,206
Delhi,North East Delhi,2025,12,2,0
Delhi,North East Delhi,2025,12,320,105
Delhi,North West Delhi,2025,12,32,27
Delhi,North West Delhi,2025,12,41,36
Delhi,North West Delhi,2025,12,16,17
Delhi,North West Delhi,2025,12,20,20
Delhi,Shahdara,2025,12,0,2
Delhi,South Delhi,2025,12,13,10
Delhi,South Delhi,2025,12,47,24
Delhi,South Delhi,2025,12,7,7
Delhi,South Delhi,2025,12,35,29
Delhi,South East Delhi,2025,12,1,0
Delhi,South West Delhi,2025,12,8,8
Delhi,South West Delhi,2025,12,0,1
Delhi,South West Delhi,2025,12,5,3
Delhi,South West Delhi,2025,12,9,5
Delhi,West Delhi,2025,12,55,68
Delhi,West Delhi,2025,12,15,6
Goa,North Goa,2025,12,1,1
Goa,North Goa,2025,12,0,1
Goa,North Goa,2025,12,3,5
Goa,North Goa,2025,12,4,6
Goa,North Goa,2025,12,1,0
Goa,North Goa,2025,12,1,0
Goa,South Goa,2025,12,7,1
Goa,South Goa,2025,12,5,1
Goa,South Goa,2025,12,1,0
Gujarat,Ahmadabad,2025,12,0,1
Gujarat,Ahmadabad,2025,12,0,7
Gujarat,Ahmadabad,2025,12,1,0
Gujarat,Ahmedabad,2025,12,23,40
Gujarat,Ahmedabad,2025,12,11,23
Gujarat,Ahmedabad,2025,12,0,1
Gujarat,Ahmedabad,2025,12,14,10
Gujarat,Ahmedabad,2025,12,18,25
Gujarat,Ahmedabad,2025,12,2,5
Gujarat,Ahmedabad,2025,12,15,15
Gujarat,Ahmedabad,2025,12,2,2
Gujarat,Ahmedabad,2025,12,2,4
Gujarat,Ahmedabad,2025,12,2,3
Gujarat,Ahmedabad,2025,12,5,5
Gujarat,Ahmedabad,2025,12,13,17
Gujarat,Ahmedabad,2025,12,0,2
Gujarat,Ahmedabad,2025,12,2,3
Gujarat,Ahmedabad,2025,12,2,6
Gujarat,Ahmedabad,2025,12,4,20
Gujarat,Ahmedabad,2025,12,5,3
Gujarat,Ahmedabad,2025,12,11,5
Gujarat,Ahmedabad,2025,12,9,3
Gujarat,Amreli,2025,12,0,2
Gujarat,Amreli,2025,12,0,4
Gujarat,Amreli,2025,12,1,2
Gujarat,Amreli,2025,12,2,3
Gujarat,Amreli,2025,12,5,4
Gujarat,Amreli,2025,12,1,2
Gujarat,Amreli,2025,12,0,1
Gujarat,Anand,2025,12,0,1
Gujarat,Anand,2025,12,0,1
Gujarat,Anand,2025,12,0,1
Gujarat,Anand,2025,12,31,15
Gujarat,Anand,2025,12,2,2
Maharashtra,Bid,2025,12,0,1
Maharashtra,Chhatrapati Sambhajinagar,2025,12,0,4
Maharashtra,Chhatrapati Sambhajinagar,2025,12,0,2
Maharashtra,Chhatrapati Sambhajinagar,2025,12,0,1
Maharashtra,Dharashiv,2025,12,0,1
Maharashtra,Dharashiv,2025,12,0,1
Maharashtra,Dharashiv,2025,12,0,3
Maharashtra,Dharashiv,2025,12,0,3
Maharashtra,Mumbai City,2025,12,1,2
Maharashtra,Mumbai City,2025,12,2,10
Maharashtra,Mumbai( Sub Urban ),2025,12,0,1
Maharashtra,Mumbai( Sub Urban ),2025,12,0,1
Maharashtra,Nagpur,2025,12,0,1
Maharashtra,Raigad,2025,12,0,1
Maharashtra,Raigad,2025,12,0,1
Maharashtra,Raigad,2025,12,0,1
Maharashtra,Raigad,2025,12,0,1
Maharashtra,Ratnagiri,2025,12,0,1
Maharashtra,Sangli,2025,12,0,2
Maharashtra,Sindhudurg,2025,12,0,2
Maharashtra,Solapur,2025,12,0,3
Maharashtra,Thane,2025,12,0,1
Maharashtra,Washim *,2025,12,0,1
Manipur,Kakching,2025,12,2,8
Manipur,Ukhrul,2025,12,0,3
Meghalaya,East Khasi Hills,2025,12,1,2
Meghalaya,East Khasi Hills,2025,12,0,1
Meghalaya,North Garo Hills,2025,12,0,1
Meghalaya,South Garo Hills,2025,12,0,1
Meghalaya,West Garo Hills,2025,12,0,1
Mizoram,Aizawl,2025,12,0,3
Mizoram,Aizawl,2025,12,0,1
Mizoram,Champhai,2025,12,1,0
Mizoram,Kolasib,2025,12,1,6
Mizoram,Saitual,2025,12,0,1
Nagaland,Mokokchung,2025,12,0,1
Odisha,Angul,2025,12,1,2
Odisha,Baleshwar,2025,12,0,1
Odisha,Cuttack,2025,12,1,0
Odisha,Cuttack,2025,12,0,1
Odisha,Jagatsinghapur,2025,12,1,0
Odisha,Jagatsinghpur,2025,12,0,1
Odisha,Kendujhar,2025,12,0,1
Odisha,Kendujhar,2025,12,0,5
Odisha,Khordha,2025,12,0,2
Odisha,Koraput,2025,12,0,1
Odisha,Sambalpur,2025,12,0,1
Odisha,Subarnapur,2025,12,1,1
Odisha,Subarnapur,2025,12,0,1
Odisha,Sundargarh,2025,12,0,4
Odisha,Sundargarh,2025,12,0,2
Odisha,Sundargarh,2025,12,0,1
Odisha,Sundergarh,2025,12,0,2
Orissa,Balangir,2025,12,1,4
Orissa,Balangir,2025,12,0,1
Orissa,Baleshwar,2025,12,0,1
Orissa,Bhadrak,2025,12,0,1
Orissa,Bhadrak,2025,12,0,1
Orissa,Cuttack,2025,12,0,1
Orissa,Ganjam,2025,12,0,1
Orissa,Kendrapara,2025,12,0,1
Orissa,Khordha,2025,12,0,2
Orissa,Sonapur,2025,12,0,4
Pondicherry,Karaikal,2025,12,0,2
Puducherry,Pondicherry,2025,12,0,1
Punjab,Amritsar,2025,12,0,1
Punjab,Barnala,2025,12,0,1
Punjab,Firozpur,2025,12,0,1
Punjab,Jalandhar,2025,12,0,1
Punjab,Nawanshahr,2025,12,0,2
Punjab,Nawanshahr,2025,12,0,3
Punjab,S.A.S Nagar(Mohali),2025,12,0,2
Punjab,Sas Nagar (Mohali),2025,12,1,0
Rajasthan,Balotra,2025,12,0,6
Rajasthan,Balotra,2025,12,0,2
Rajasthan,Beawar,2025,12,0,1
Rajasthan,Beawar,2025,12,0,1
Rajasthan,Beawar,2025,12,0,1
Rajasthan,Bhilwara,2025,12,1,23
Rajasthan,Chittorgarh,2025,12,1,0
Andaman And Nicobar Islands,North And Middle Andaman,2025,12,0,1
Andhra Pradesh,Alluri Sitharama Raju,2025,12,0,3
Andhra Pradesh,Anakapalli,2025,12,2,1
Andhra Pradesh,Anakapalli,2025,12,0,2
Andhra Pradesh,Anantapur,2025,12,3,2
Andhra Pradesh,Ananthapur,2025,12,1,0
Andhra Pradesh,Ananthapur,2025,12,2,1
Andhra Pradesh,Ananthapur,2025,12,0,3
Andhra Pradesh,Ananthapuramu,2025,12,0,1
Andhra Pradesh,Annamayya,2025,12,0,1
Andhra Pradesh,Annamayya,2025,12,1,4
Andhra Pradesh,Annamayya,2025,12,1,0
Andhra Pradesh,Annamayya,2025,12,0,5
Andhra Pradesh,Bapatla,2025,12,0,1
Andhra Pradesh,Bapatla,2025,12,0,2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,12,0,3
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,12,0,4
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,12,0,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,12,0,3
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,12,1,4
Andhra Pradesh,East Godavari,2025,12,0,2
Andhra Pradesh,East Godavari,2025,12,2,17
Andhra Pradesh,Eluru,2025,12,0,1
Andhra Pradesh,Eluru,2025,12,0,2
Andhra Pradesh,Eluru,2025,12,1,2
Andhra Pradesh,Eluru,2025,12,0,1
Andhra Pradesh,Eluru,2025,12,0,6
Andhra Pradesh,Hyderabad,2025,12,0,1
Andhra Pradesh,K.V.Rangareddy,2025,12,0,1
Andhra Pradesh,Kakinada,2025,12,0,5
Andhra Pradesh,Kakinada,2025,12,0,1
Andhra Pradesh,Karim Nagar,2025,12,0,1
Andhra Pradesh,Karimnagar,2025,12,0,2
Andhra Pradesh,Karimnagar,2025,12,0,3
Andhra Pradesh,Krishna,2025,12,0,1
Andhra Pradesh,Kurnool,2025,12,0,3
Andhra Pradesh,Mahabub Nagar,2025,12,0,2
Andhra Pradesh,Mahabub Nagar,2025,12,0,4
Andhra Pradesh,Mahabub Nagar,2025,12,0,5
Andhra Pradesh,Mahabub Nagar,2025,12,0,2
Andhra Pradesh,Mahabubnagar,2025,12,0,1
Andhra Pradesh,Mahbubnagar,2025,12,0,1
Andhra Pradesh,Medak,2025,12,0,3
Andhra Pradesh,N. T. R,2025,12,0,8
Andhra Pradesh,Nandyal,2025,12,0,1
Andhra Pradesh,Nellore,2025,12,0,1
Andhra Pradesh,Nizamabad,2025,12,0,1
Andhra Pradesh,Palnadu,2025,12,0,1
Andhra Pradesh,Palnadu,2025,12,0,1
Andhra Pradesh,Palnadu,2025,12,0,2
Andhra Pradesh,Palnadu,2025,12,1,0
Andhra Pradesh,Parvathipuram Manyam,2025,12,0,6
Andhra Pradesh,Rangareddi,2025,12,1,0
Andhra Pradesh,Rangareddi,2025,12,0,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,0,2
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,0,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,0,3
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,1,0
Andhra Pradesh,Sri Sathya Sai,2025,12,0,1
Andhra Pradesh,Sri Sathya Sai,2025,12,1,6
Andhra Pradesh,Sri Sathya Sai,2025,12,0,4
Andhra Pradesh,Sri Sathya Sai,2025,12,0,1
Andhra Pradesh,Tirupati,2025,12,1,1
Andhra Pradesh,Tirupati,2025,12,0,1
Andhra Pradesh,Tirupati,2025,12,0,4
Andhra Pradesh,Tirupati,2025,12,0,1
Andhra Pradesh,Tirupati,2025,12,2,2
Andhra Pradesh,Tirupati,2025,12,0,2
Andhra Pradesh,Tirupati,2025,12,1,3
Andhra Pradesh,Tirupati,2025,12,0,1
Andhra Pradesh,Vizianagaram,2025,12,0,1
Andhra Pradesh,Warangal,2025,12,0,1
Andhra Pradesh,Warangal,2025,12,0,1
Andhra Pradesh,Warangal,2025,12,1,3
Andhra Pradesh,West Godavari,2025,12,1,4
Andhra Pradesh,Y. S. R,2025,12,0,6
Andhra Pradesh,Y. S. R,2025,12,0,2
Arunachal Pradesh,West Kameng,2025,12,0,1
Assam,Bajali,2025,12,0,3
Assam,Bajali,2025,12,0,1
Assam,Biswanath,2025,12,0,6
Assam,Dhemaji,2025,12,0,1
Assam,Dibrugarh,2025,12,0,6
Assam,Dibrugarh,2025,12,1,0
Assam,Dima Hasao,2025,12,0,1
Assam,Jorhat,2025,12,0,1
Assam,Jorhat,2025,12,0,2
Assam,Kamrup,2025,12,0,1
Assam,Kamrup Metro,2025,12,1,6
Assam,Kokrajhar,2025,12,0,1
Assam,Nagaon,2025,12,0,1
Assam,Nalbari,2025,12,0,1
Assam,Sibsagar,2025,12,0,2
Assam,Sonitpur,2025,12,0,1
Assam,Sonitpur,2025,12,1,7
Assam,Sribhumi,2025,12,0,2
Assam,Tamulpur District,2025,12,0,2
Assam,Tamulpur District,2025,12,0,1
Assam,Tamulpur District,2025,12,0,8
Bihar,Aurangabad,2025,12,0,1
Bihar,Banka,2025,12,1,3
Bihar,Bhabua,2025,12,0,2
Bihar,Bhagalpur,2025,12,0,3
Bihar,Gaya,2025,12,3,5
Karnataka,Dakshina Kannada,2025,12,0,2
Karnataka,Dakshina Kannada,2025,12,0,4
Karnataka,Dakshina Kannada,2025,12,0,1
Karnataka,Davanagere,2025,12,0,1
Karnataka,Davanagere,2025,12,0,2
Karnataka,Gadag,2025,12,1,2
Karnataka,Gulbarga,2025,12,0,1
Karnataka,Hasan,2025,12,0,3
Karnataka,Hassan,2025,12,1,2
Karnataka,Mandya,2025,12,0,1
Karnataka,Mandya,2025,12,0,1
Karnataka,Mysuru,2025,12,0,1
Karnataka,Mysuru,2025,12,0,1
Karnataka,Shimoga,2025,12,0,5
Karnataka,Shimoga,2025,12,1,4
Karnataka,Shimoga,2025,12,1,1
Karnataka,Shivamogga,2025,12,0,2
Karnataka,Shivamogga,2025,12,0,1
Karnataka,Tumkur,2025,12,1,3
Karnataka,Udupi,2025,12,0,1
Karnataka,Uttara Kannada,2025,12,0,2
Karnataka,Uttara Kannada,2025,12,1,0
Karnataka,Uttara Kannada,2025,12,1,0
Karnataka,Uttara Kannada,2025,12,0,1
Karnataka,Uttara Kannada,2025,12,1,2
Karnataka,Vijayanagara,2025,12,0,4
Kerala,Alappuzha,2025,12,1,2
Kerala,Ernakulam,2025,12,0,3
Kerala,Ernakulam,2025,12,0,2
Kerala,Kasargod,2025,12,0,1
Kerala,Kollam,2025,12,0,1
Kerala,Kottayam,2025,12,0,1
Kerala,Palakkad,2025,12,0,1
Kerala,Pathanamthitta,2025,12,0,1
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,0,2
Kerala,Thrissur,2025,12,2,4
Ladakh,Kargil,2025,12,1,2
Ladakh,Kargil,2025,12,0,1
